feature_set_name,hidden_sizes,dropout,lr,weight_decay,optimizer,scheduler,batch_size,activation,loss_name,use_batchnorm,seed,block,run_id
all_without_current_crime_only,"(128, 128)",0.3,0.001,0.001,adamw,plateau,256,relu,mse,False,62,block2_mixed_feature_sets,1081
all_without_current_crime_only,"(128, 128, 64)",0.2,0.0005,0.002,adam,cosine,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1082
geo_knn_macro,"(512, 256, 128)",0.35,0.0005,0.0005,adam,plateau,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,1083
geo_macro_plus_city_crime_only,"(128, 128)",0.3,0.0005,0.0005,adam,cosine,256,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1084
geo_macro_plus_city_crime_only,"(256, 256)",0.25,0.0005,0.0005,adamw,cosine,64,relu,mse,False,52,block2_mixed_feature_sets,1085
geo_knn_macro,"(128, 128)",0.25,0.001,0.002,adam,cosine,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1086
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.2,0.0003,0.001,adamw,cosine,128,relu,mse,True,42,block2_mixed_feature_sets,1087
all_without_current_crime_only,"(512, 256)",0.25,0.0005,0.0005,adamw,cosine,256,relu,smooth_l1,True,42,block2_mixed_feature_sets,1088
geo_knn_macro,"(256, 256, 128)",0.35,0.0007,0.001,adam,cosine,128,relu,mse,True,42,block2_mixed_feature_sets,1089
geo_knn_macro,"(512, 256, 128)",0.3,0.0003,0.0005,adamw,cosine,64,gelu,mse,False,42,block2_mixed_feature_sets,1090
geo_knn_macro,"(256, 256)",0.1,0.0003,0.0001,adam,plateau,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1091
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.35,0.0005,0.0005,adamw,plateau,256,relu,smooth_l1,False,52,block2_mixed_feature_sets,1092
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.3,0.001,0.0001,adam,plateau,64,relu,smooth_l1,True,52,block2_mixed_feature_sets,1093
geo_knn_density_macro,"(512, 256, 128)",0.3,0.001,0.0005,adam,plateau,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,1094
geo_macro_plus_city_crime_only,"(128, 128)",0.3,0.001,0.001,adamw,cosine,128,gelu,mse,True,52,block2_mixed_feature_sets,1095
geo_knn_macro,"(256, 256, 128)",0.2,0.0007,0.0005,adam,plateau,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,1096
all_without_current_crime_only,"(128, 128)",0.3,0.0003,0.001,adam,cosine,128,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1097
all_without_current_crime_only,"(128, 128)",0.1,0.0005,0.002,adam,cosine,256,gelu,mse,True,42,block2_mixed_feature_sets,1098
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.3,0.0005,0.0005,adam,cosine,128,gelu,mse,False,62,block2_mixed_feature_sets,1099
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.2,0.0003,0.0005,adam,plateau,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1100
geo_knn_density_macro,"(512, 256, 128)",0.3,0.0003,0.001,adamw,plateau,128,relu,mse,False,42,block2_mixed_feature_sets,1101
all_features,"(128, 128, 64)",0.25,0.0007,0.0001,adamw,cosine,64,relu,mse,True,62,block2_mixed_feature_sets,1102
all_features,"(128, 128)",0.2,0.0003,0.0005,adamw,plateau,256,relu,mse,True,52,block2_mixed_feature_sets,1103
all_features,"(256, 128, 64)",0.25,0.001,0.0005,adamw,cosine,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,1104
all_without_current_crime_only,"(256, 256)",0.2,0.0005,0.0005,adam,cosine,64,relu,smooth_l1,True,52,block2_mixed_feature_sets,1105
all_without_current_crime_only,"(512, 256)",0.2,0.0005,0.0001,adam,plateau,64,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1106
geo_knn_density_macro,"(512, 256, 128)",0.2,0.001,0.0001,adamw,cosine,64,relu,mse,False,62,block2_mixed_feature_sets,1107
all_features,"(256, 256, 128)",0.35,0.001,0.0001,adam,plateau,64,relu,mse,True,42,block2_mixed_feature_sets,1108
geo_macro_plus_city_crime_only,"(256, 256)",0.1,0.001,0.002,adam,plateau,128,gelu,mse,True,62,block2_mixed_feature_sets,1109
geo_knn_density_macro,"(256, 128, 64)",0.35,0.001,0.0005,adam,cosine,256,relu,mse,True,42,block2_mixed_feature_sets,1110
geo_knn_macro,"(256, 256, 128)",0.3,0.0007,0.0005,adam,cosine,128,relu,mse,True,62,block2_mixed_feature_sets,1111
geo_knn_macro,"(512, 256)",0.1,0.0003,0.0001,adam,plateau,64,relu,mse,False,42,block2_mixed_feature_sets,1112
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.2,0.0005,0.002,adam,plateau,256,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1113
geo_knn_density_macro,"(256, 128, 64)",0.35,0.0007,0.001,adamw,cosine,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1114
crime_only_subset,"(128, 128)",0.35,0.0005,0.0005,adamw,cosine,256,relu,smooth_l1,False,52,block2_mixed_feature_sets,1115
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.25,0.001,0.002,adam,plateau,256,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1116
geo_knn_macro,"(256, 128, 64)",0.2,0.0003,0.0001,adamw,plateau,64,gelu,mse,True,52,block2_mixed_feature_sets,1117
geo_macro_plus_city_crime_only,"(128, 128)",0.2,0.0005,0.0005,adam,cosine,256,relu,mse,True,42,block2_mixed_feature_sets,1118
geo_knn_density_macro,"(256, 256, 128)",0.25,0.0007,0.0005,adamw,plateau,256,relu,mse,True,52,block2_mixed_feature_sets,1119
geo_knn_macro,"(128, 128)",0.35,0.001,0.001,adamw,cosine,256,gelu,mse,True,62,block2_mixed_feature_sets,1120
geo_knn_macro,"(256, 256, 128)",0.3,0.001,0.0001,adamw,cosine,128,relu,mse,False,52,block2_mixed_feature_sets,1121
geo_knn_density_macro,"(256, 128, 64)",0.25,0.0003,0.0001,adam,cosine,64,relu,smooth_l1,True,42,block2_mixed_feature_sets,1122
all_without_current_crime_only,"(256, 256, 128)",0.2,0.0005,0.0005,adamw,cosine,256,gelu,mse,False,52,block2_mixed_feature_sets,1123
geo_knn_macro,"(256, 256, 128)",0.35,0.0005,0.001,adamw,plateau,256,relu,mse,True,52,block2_mixed_feature_sets,1124
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.2,0.0007,0.0005,adamw,cosine,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,1125
all_features,"(128, 128)",0.35,0.0007,0.0001,adamw,cosine,256,gelu,mse,True,42,block2_mixed_feature_sets,1126
geo_knn_macro,"(128, 128)",0.2,0.0007,0.001,adamw,cosine,64,relu,mse,True,62,block2_mixed_feature_sets,1127
geo_knn_macro,"(512, 256, 128)",0.3,0.0003,0.0001,adam,cosine,256,relu,smooth_l1,True,62,block2_mixed_feature_sets,1128
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.35,0.001,0.0005,adam,plateau,64,gelu,mse,False,52,block2_mixed_feature_sets,1129
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.25,0.0005,0.002,adamw,plateau,256,gelu,mse,True,62,block2_mixed_feature_sets,1130
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.35,0.001,0.001,adam,cosine,64,relu,mse,True,52,block2_mixed_feature_sets,1131
geo_knn_macro,"(128, 128, 64)",0.35,0.0005,0.001,adam,cosine,64,gelu,mse,True,42,block2_mixed_feature_sets,1132
all_features,"(128, 128, 64)",0.35,0.0003,0.001,adamw,cosine,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1133
geo_knn_macro,"(256, 256)",0.25,0.0005,0.0005,adamw,cosine,128,relu,mse,True,52,block2_mixed_feature_sets,1134
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.0003,0.002,adamw,cosine,128,relu,smooth_l1,False,52,block2_mixed_feature_sets,1135
all_features,"(128, 128)",0.1,0.0007,0.001,adamw,cosine,256,gelu,mse,False,42,block2_mixed_feature_sets,1136
geo_knn_macro,"(256, 256)",0.2,0.0005,0.001,adam,cosine,128,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1137
crime_only_subset,"(128, 128)",0.1,0.0007,0.0001,adam,cosine,256,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1138
all_features,"(512, 256)",0.2,0.0003,0.001,adam,cosine,64,relu,smooth_l1,False,62,block2_mixed_feature_sets,1139
all_features,"(512, 256)",0.35,0.0005,0.0001,adam,cosine,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1140
geo_knn_density_macro,"(512, 256)",0.25,0.0007,0.001,adamw,plateau,64,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1141
all_features,"(128, 128, 64)",0.3,0.0005,0.001,adam,cosine,128,relu,mse,False,62,block2_mixed_feature_sets,1142
geo_macro_plus_city_crime_only,"(512, 256)",0.1,0.0005,0.0001,adam,plateau,128,gelu,mse,False,62,block2_mixed_feature_sets,1143
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.35,0.0003,0.0005,adam,plateau,128,gelu,mse,False,62,block2_mixed_feature_sets,1144
all_without_current_crime_only,"(128, 128, 64)",0.3,0.0005,0.001,adam,cosine,128,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1145
geo_knn_density_macro,"(128, 128)",0.3,0.0005,0.002,adam,cosine,256,relu,mse,True,62,block2_mixed_feature_sets,1146
all_features,"(512, 256)",0.2,0.0005,0.001,adam,cosine,128,relu,smooth_l1,True,42,block2_mixed_feature_sets,1147
all_without_current_crime_only,"(512, 256, 128)",0.35,0.001,0.0005,adamw,plateau,256,relu,mse,True,52,block2_mixed_feature_sets,1148
geo_knn_macro,"(512, 256)",0.35,0.0007,0.0005,adam,plateau,64,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1149
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.25,0.0007,0.0005,adam,plateau,128,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1150
all_features,"(128, 128)",0.2,0.0003,0.0005,adam,cosine,128,gelu,mse,False,52,block2_mixed_feature_sets,1151
all_features,"(512, 256)",0.1,0.001,0.0001,adamw,cosine,256,relu,mse,True,62,block2_mixed_feature_sets,1152
geo_knn_density_macro,"(128, 128, 64)",0.3,0.0007,0.001,adam,plateau,128,gelu,mse,False,52,block2_mixed_feature_sets,1153
geo_knn_macro,"(128, 128)",0.1,0.0003,0.0005,adam,cosine,64,relu,mse,False,62,block2_mixed_feature_sets,1154
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.25,0.0005,0.0001,adamw,cosine,128,relu,mse,False,62,block2_mixed_feature_sets,1155
geo_knn_macro,"(256, 128, 64)",0.3,0.001,0.0001,adamw,plateau,128,relu,smooth_l1,False,62,block2_mixed_feature_sets,1156
all_features,"(128, 128, 64)",0.3,0.0003,0.0005,adamw,plateau,128,gelu,mse,True,62,block2_mixed_feature_sets,1157
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.2,0.001,0.002,adam,plateau,256,gelu,mse,True,52,block2_mixed_feature_sets,1158
geo_knn_density_macro,"(128, 128, 64)",0.25,0.0003,0.002,adam,cosine,256,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1159
geo_knn_density_macro,"(512, 256)",0.25,0.001,0.0005,adam,plateau,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,1160
geo_knn_density_macro,"(256, 128, 64)",0.25,0.0007,0.0005,adamw,plateau,128,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1161
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.35,0.0005,0.0001,adam,plateau,256,relu,smooth_l1,True,62,block2_mixed_feature_sets,1162
geo_knn_density_macro,"(512, 256)",0.1,0.0007,0.002,adamw,plateau,128,gelu,mse,True,62,block2_mixed_feature_sets,1163
all_without_current_crime_only,"(256, 256, 128)",0.3,0.0007,0.0001,adamw,cosine,256,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1164
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.3,0.001,0.001,adamw,cosine,128,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1165
geo_macro_plus_city_crime_only,"(256, 256)",0.35,0.0007,0.001,adamw,plateau,256,gelu,mse,False,42,block2_mixed_feature_sets,1166
crime_only_subset,"(128, 128)",0.25,0.0003,0.001,adamw,plateau,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1167
all_features,"(128, 128)",0.25,0.0005,0.001,adamw,cosine,128,relu,mse,True,62,block2_mixed_feature_sets,1168
all_features,"(256, 256, 128)",0.2,0.001,0.001,adam,plateau,128,relu,mse,False,52,block2_mixed_feature_sets,1169
all_without_current_crime_only,"(512, 256, 128)",0.3,0.0003,0.001,adamw,cosine,256,relu,smooth_l1,True,52,block2_mixed_feature_sets,1170
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.3,0.001,0.0001,adam,plateau,64,relu,mse,True,62,block2_mixed_feature_sets,1171
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.3,0.0005,0.002,adamw,plateau,64,relu,mse,True,42,block2_mixed_feature_sets,1172
all_features,"(512, 256)",0.25,0.0007,0.0001,adam,cosine,256,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1173
geo_knn_density_macro,"(128, 128, 64)",0.3,0.0003,0.002,adamw,cosine,256,relu,smooth_l1,True,52,block2_mixed_feature_sets,1174
geo_knn_macro,"(128, 128, 64)",0.2,0.0005,0.0001,adam,plateau,64,relu,smooth_l1,False,62,block2_mixed_feature_sets,1175
geo_knn_density_macro,"(512, 256, 128)",0.25,0.0003,0.002,adam,cosine,64,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1176
geo_knn_density_macro,"(512, 256)",0.3,0.0003,0.002,adam,plateau,128,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1177
all_features,"(512, 256, 128)",0.2,0.001,0.0001,adam,cosine,128,relu,mse,True,62,block2_mixed_feature_sets,1178
geo_knn_density_macro,"(512, 256)",0.25,0.0007,0.0001,adam,plateau,64,relu,mse,False,52,block2_mixed_feature_sets,1179
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.25,0.001,0.0001,adamw,plateau,256,relu,smooth_l1,False,52,block2_mixed_feature_sets,1180
geo_knn_density_macro,"(128, 128)",0.35,0.0007,0.0005,adam,cosine,128,relu,smooth_l1,False,62,block2_mixed_feature_sets,1181
all_features,"(512, 256, 128)",0.2,0.001,0.002,adamw,plateau,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,1182
geo_macro_plus_city_crime_only,"(256, 256)",0.25,0.0003,0.0005,adam,cosine,256,relu,mse,True,52,block2_mixed_feature_sets,1183
all_without_current_crime_only,"(512, 256)",0.2,0.001,0.0005,adam,plateau,128,relu,smooth_l1,False,62,block2_mixed_feature_sets,1184
all_features,"(512, 256)",0.25,0.001,0.0005,adam,cosine,128,gelu,mse,False,52,block2_mixed_feature_sets,1185
geo_knn_density_macro,"(256, 256, 128)",0.25,0.0007,0.001,adamw,cosine,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,1186
crime_only_subset,"(128, 128)",0.2,0.0007,0.0005,adamw,cosine,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,1187
geo_knn_macro_plus_city_crime_only,"(256, 256)",0.35,0.0005,0.001,adam,plateau,128,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1188
all_features,"(256, 256)",0.1,0.0005,0.0005,adamw,cosine,64,relu,smooth_l1,False,42,block2_mixed_feature_sets,1189
geo_macro_plus_city_crime_only,"(512, 256)",0.2,0.0007,0.0001,adam,cosine,256,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1190
geo_macro_plus_city_crime_only,"(256, 256)",0.3,0.0007,0.002,adam,cosine,128,relu,mse,True,52,block2_mixed_feature_sets,1191
all_features,"(128, 128)",0.25,0.0003,0.0001,adamw,plateau,256,relu,mse,True,62,block2_mixed_feature_sets,1192
geo_macro_plus_city_crime_only,"(256, 256)",0.1,0.0003,0.002,adamw,plateau,64,relu,smooth_l1,False,52,block2_mixed_feature_sets,1193
all_features,"(512, 256, 128)",0.2,0.001,0.001,adam,plateau,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1194
all_features,"(256, 128, 64)",0.25,0.0005,0.0001,adamw,plateau,128,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1195
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.25,0.0005,0.001,adamw,plateau,128,relu,smooth_l1,False,52,block2_mixed_feature_sets,1196
all_without_current_crime_only,"(512, 256)",0.3,0.0003,0.002,adam,cosine,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1197
geo_knn_macro,"(512, 256, 128)",0.25,0.001,0.002,adam,cosine,256,gelu,mse,False,52,block2_mixed_feature_sets,1198
geo_knn_macro,"(128, 128)",0.1,0.001,0.0001,adam,cosine,256,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1199
geo_knn_density_macro,"(512, 256)",0.35,0.0005,0.0005,adamw,plateau,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,1200
all_features,"(256, 128, 64)",0.2,0.001,0.0001,adamw,plateau,64,gelu,mse,True,42,block2_mixed_feature_sets,1201
all_features,"(128, 128)",0.35,0.0005,0.001,adamw,cosine,64,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1202
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.2,0.001,0.0001,adam,plateau,64,relu,mse,False,52,block2_mixed_feature_sets,1203
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.2,0.0003,0.001,adamw,cosine,128,gelu,mse,False,52,block2_mixed_feature_sets,1204
all_without_current_crime_only,"(256, 128, 64)",0.25,0.0003,0.0005,adam,cosine,256,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1205
all_features,"(512, 256)",0.25,0.0003,0.0001,adamw,plateau,64,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1206
all_without_current_crime_only,"(512, 256, 128)",0.25,0.001,0.002,adam,plateau,64,relu,mse,False,52,block2_mixed_feature_sets,1207
all_without_current_crime_only,"(256, 256, 128)",0.3,0.0005,0.002,adamw,plateau,256,relu,mse,False,52,block2_mixed_feature_sets,1208
geo_knn_density_macro,"(512, 256, 128)",0.35,0.0003,0.0005,adam,plateau,256,gelu,mse,False,52,block2_mixed_feature_sets,1209
all_features,"(128, 128)",0.2,0.0005,0.001,adamw,plateau,256,relu,mse,True,42,block2_mixed_feature_sets,1210
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.0005,0.002,adamw,plateau,256,relu,mse,False,42,block2_mixed_feature_sets,1211
all_without_current_crime_only,"(256, 256)",0.35,0.0007,0.001,adamw,plateau,256,gelu,mse,False,62,block2_mixed_feature_sets,1212
all_features,"(256, 256)",0.3,0.0007,0.001,adamw,cosine,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1213
geo_knn_macro,"(256, 256)",0.2,0.001,0.0001,adam,cosine,128,relu,mse,True,42,block2_mixed_feature_sets,1214
all_features,"(512, 256)",0.3,0.001,0.0005,adam,cosine,256,gelu,mse,False,42,block2_mixed_feature_sets,1215
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.2,0.001,0.0005,adamw,plateau,64,relu,mse,False,62,block2_mixed_feature_sets,1216
geo_knn_density_macro,"(512, 256, 128)",0.35,0.001,0.001,adam,plateau,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,1217
geo_knn_macro,"(256, 128, 64)",0.2,0.0003,0.0005,adamw,cosine,128,relu,mse,True,52,block2_mixed_feature_sets,1218
all_features,"(256, 256)",0.25,0.0007,0.001,adamw,plateau,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1219
geo_knn_macro,"(256, 128, 64)",0.3,0.0005,0.001,adam,cosine,128,gelu,mse,False,62,block2_mixed_feature_sets,1220
all_features,"(256, 256, 128)",0.3,0.0003,0.0001,adam,plateau,256,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1221
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.35,0.001,0.0001,adamw,cosine,128,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1222
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.35,0.0007,0.0001,adam,plateau,256,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1223
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.3,0.001,0.001,adam,plateau,128,gelu,mse,True,62,block2_mixed_feature_sets,1224
all_without_current_crime_only,"(256, 128, 64)",0.3,0.001,0.001,adam,cosine,128,relu,mse,True,52,block2_mixed_feature_sets,1225
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.25,0.001,0.001,adam,plateau,64,relu,mse,True,62,block2_mixed_feature_sets,1226
all_features,"(128, 128)",0.2,0.0005,0.0005,adamw,plateau,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,1227
all_without_current_crime_only,"(128, 128)",0.3,0.0003,0.001,adamw,plateau,64,relu,mse,False,52,block2_mixed_feature_sets,1228
geo_knn_density_macro,"(128, 128)",0.2,0.001,0.0001,adamw,cosine,128,relu,mse,True,42,block2_mixed_feature_sets,1229
all_features,"(128, 128)",0.25,0.0007,0.002,adam,cosine,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1230
all_features,"(256, 256)",0.1,0.0005,0.0005,adamw,cosine,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1231
geo_knn_macro,"(512, 256, 128)",0.3,0.0005,0.002,adam,cosine,128,relu,mse,False,52,block2_mixed_feature_sets,1232
all_without_current_crime_only,"(256, 256, 128)",0.25,0.0007,0.001,adam,cosine,256,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1233
geo_knn_density_macro,"(256, 256)",0.1,0.0007,0.0001,adam,plateau,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1234
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.2,0.0003,0.0001,adamw,plateau,256,gelu,mse,True,62,block2_mixed_feature_sets,1235
all_without_current_crime_only,"(128, 128, 64)",0.3,0.0007,0.0001,adam,plateau,256,relu,mse,True,62,block2_mixed_feature_sets,1236
geo_knn_macro,"(256, 256, 128)",0.3,0.0007,0.0001,adamw,plateau,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1237
all_without_current_crime_only,"(512, 256, 128)",0.3,0.0005,0.001,adamw,cosine,128,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1238
geo_knn_macro,"(512, 256, 128)",0.2,0.001,0.0001,adamw,plateau,256,gelu,mse,True,52,block2_mixed_feature_sets,1239
geo_knn_macro,"(128, 128)",0.3,0.0007,0.0005,adam,plateau,128,relu,smooth_l1,True,42,block2_mixed_feature_sets,1240
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.3,0.0003,0.0001,adamw,plateau,256,gelu,mse,True,52,block2_mixed_feature_sets,1241
all_without_current_crime_only,"(256, 256, 128)",0.25,0.0005,0.001,adamw,cosine,128,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1242
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.3,0.0003,0.0005,adam,cosine,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1243
crime_only_subset,"(512, 256)",0.3,0.0007,0.001,adamw,plateau,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1244
all_without_current_crime_only,"(512, 256)",0.3,0.0003,0.0001,adamw,plateau,64,relu,mse,True,62,block2_mixed_feature_sets,1245
geo_knn_density_macro,"(128, 128)",0.25,0.0007,0.002,adam,plateau,256,gelu,mse,True,42,block2_mixed_feature_sets,1246
geo_macro_plus_city_crime_only,"(128, 128)",0.2,0.0005,0.001,adam,cosine,256,relu,smooth_l1,True,42,block2_mixed_feature_sets,1247
geo_knn_macro_plus_city_crime_only,"(256, 256)",0.35,0.001,0.001,adam,plateau,64,gelu,mse,False,52,block2_mixed_feature_sets,1248
all_without_current_crime_only,"(512, 256)",0.3,0.0003,0.001,adamw,plateau,128,gelu,mse,True,42,block2_mixed_feature_sets,1249
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.25,0.0007,0.001,adamw,cosine,64,gelu,mse,False,62,block2_mixed_feature_sets,1250
all_without_current_crime_only,"(128, 128)",0.2,0.0005,0.002,adamw,cosine,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1251
geo_macro_plus_city_crime_only,"(128, 128)",0.25,0.0007,0.001,adamw,cosine,128,relu,mse,False,42,block2_mixed_feature_sets,1252
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.1,0.0007,0.002,adamw,cosine,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,1253
all_features,"(256, 256, 128)",0.2,0.0005,0.002,adam,plateau,64,gelu,mse,True,62,block2_mixed_feature_sets,1254
geo_knn_macro,"(256, 128, 64)",0.3,0.0007,0.002,adamw,cosine,64,relu,smooth_l1,True,42,block2_mixed_feature_sets,1255
geo_knn_macro,"(128, 128, 64)",0.35,0.0007,0.0005,adam,plateau,64,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1256
all_features,"(512, 256, 128)",0.25,0.0003,0.0001,adam,cosine,128,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1257
geo_knn_macro,"(256, 256, 128)",0.2,0.001,0.0001,adamw,plateau,256,gelu,mse,True,62,block2_mixed_feature_sets,1258
all_without_current_crime_only,"(512, 256)",0.2,0.0003,0.001,adam,cosine,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,1259
all_without_current_crime_only,"(256, 256, 128)",0.2,0.0005,0.0005,adam,plateau,64,relu,smooth_l1,False,62,block2_mixed_feature_sets,1260
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.35,0.001,0.001,adam,plateau,64,relu,mse,True,52,block2_mixed_feature_sets,1261
geo_knn_macro,"(256, 256)",0.25,0.001,0.001,adamw,plateau,256,relu,smooth_l1,True,52,block2_mixed_feature_sets,1262
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.2,0.0003,0.0005,adamw,cosine,128,relu,smooth_l1,False,62,block2_mixed_feature_sets,1263
geo_knn_macro,"(256, 128, 64)",0.25,0.0003,0.0005,adamw,plateau,256,gelu,mse,False,62,block2_mixed_feature_sets,1264
geo_knn_macro_plus_city_crime_only,"(256, 256)",0.35,0.001,0.0005,adam,cosine,64,relu,mse,True,52,block2_mixed_feature_sets,1265
all_without_current_crime_only,"(512, 256)",0.25,0.0007,0.002,adam,cosine,256,relu,smooth_l1,False,42,block2_mixed_feature_sets,1266
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.25,0.0005,0.001,adamw,cosine,128,relu,mse,False,62,block2_mixed_feature_sets,1267
all_without_current_crime_only,"(128, 128)",0.3,0.001,0.0005,adam,plateau,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,1268
geo_knn_macro,"(512, 256, 128)",0.2,0.0003,0.0001,adam,plateau,256,gelu,mse,True,42,block2_mixed_feature_sets,1269
all_without_current_crime_only,"(128, 128)",0.25,0.0005,0.0005,adam,plateau,256,relu,mse,False,42,block2_mixed_feature_sets,1270
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.35,0.001,0.0005,adamw,plateau,256,relu,smooth_l1,False,42,block2_mixed_feature_sets,1271
all_without_current_crime_only,"(512, 256)",0.1,0.0007,0.001,adam,plateau,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1272
all_features,"(256, 128, 64)",0.35,0.0003,0.0005,adamw,cosine,64,relu,mse,True,42,block2_mixed_feature_sets,1273
