city,lat,lon,country,population,country_norm,city_norm
Nacaome,13.5325,-87.4881,Honduras,57345.0,honduras,nacaome
Vacaria,-28.5119,-50.9339,Brazil,57341.0,brazil,vacaria
Bebington,53.35,-3.003,United Kingdom,57336.0,united kingdom,bebington
Herriman,40.4899,-112.017,United States,57336.0,united states,herriman
Molfetta,41.2,16.6,Italy,57329.0,italy,molfetta
Eldorado,-26.4,-54.6333,Argentina,57323.0,argentina,eldorado
Mali,23.1262,104.7409,China,57320.0,china,mali
Roermond,51.1933,5.9872,Netherlands,57308.0,netherlands,roermond
Coruripe,-10.1256,-36.1756,Brazil,57294.0,brazil,coruripe
Mācherla,16.48,79.43,India,57290.0,india,mācherla
Boac,13.45,121.83,Philippines,57283.0,philippines,boac
Targovishte,43.25,26.583,Bulgaria,57264.0,bulgaria,targovishte
Nova Esperança,-6.7333,15.9,Angola,57248.0,angola,nova esperança
Içara,-28.7133,-49.3,Brazil,57247.0,brazil,içara
Kandukūr,15.2167,79.9042,India,57246.0,india,kandukūr
Saint-Hyacinthe,45.6167,-72.95,Canada,57239.0,canada,saint-hyacinthe
Keonjhargarh,21.63,85.58,India,57232.0,india,keonjhargarh
Brookhaven,33.8743,-84.3314,United States,57224.0,united states,brookhaven
Riosucio,7.4406,-77.1189,Colombia,57220.0,colombia,riosucio
Villa Hayes,-25.09,-57.53,Paraguay,57217.0,paraguay,villa hayes
Aldershot,51.2483,-0.7614,United Kingdom,57211.0,united kingdom,aldershot
Cupang,14.4315,121.0486,Philippines,57196.0,philippines,cupang
Daqiao,30.745,120.8564,China,57192.0,china,daqiao
Alangalang,11.2061,124.8478,Philippines,57185.0,philippines,alangalang
Samannūd,30.9622,31.2425,Egypt,57177.0,egypt,samannūd
Bulungu,-4.55,18.6,Congo (Kinshasa),57168.0,congo (kinshasa),bulungu
Uson,12.2253,123.7834,Philippines,57166.0,philippines,uson
Hele,18.9058,110.4737,China,57165.0,china,hele
Boufarik,36.5706,2.9108,Algeria,57162.0,algeria,boufarik
Ping’an,36.4969,102.1247,China,57152.0,china,ping’an
Kollegāl,12.1539,77.101,India,57149.0,india,kollegāl
Sarapiquí,10.4853,-83.9362,Costa Rica,57147.0,costa rica,sarapiquí
Cosamaloapan,18.3676,-95.7986,Mexico,57147.0,mexico,cosamaloapan
Iskitim,54.64,83.3061,Russia,57147.0,russia,iskitim
Granadilla de Abona,28.1167,-16.5667,Spain,57143.0,spain,granadilla de abona
Taroudannt,30.471,-8.8806,Morocco,57136.0,morocco,taroudannt
Cascavel,-4.1308,-38.2358,Brazil,57129.0,brazil,cascavel
Biga,40.2281,27.2422,Turkey,57125.0,turkey,biga
Pavlovo,55.9653,43.0711,Russia,57116.0,russia,pavlovo
Unjha,23.8,72.4,India,57108.0,india,unjha
Oak Lawn,41.7139,-87.7528,United States,57098.0,united states,oak lawn
Uki,32.6478,130.6842,Japan,57096.0,japan,uki
Nonoichi,36.5194,136.6098,Japan,57090.0,japan,nonoichi
Lacey,47.0462,-122.7933,United States,57088.0,united states,lacey
Moramanga,-18.948,48.2297,Madagascar,57084.0,madagascar,moramanga
Lingen,52.5231,7.3231,Germany,57075.0,germany,lingen
Borūjen,31.9719,51.2917,Iran,57071.0,iran,borūjen
Devrek,41.2333,31.9667,Turkey,57069.0,turkey,devrek
Maun,-19.9833,23.4167,Botswana,57067.0,botswana,maun
Shali,43.15,45.9,Russia,57060.0,russia,shali
Mafeteng,-29.8167,27.25,Lesotho,57059.0,lesotho,mafeteng
Bail-Hongal,15.8137,74.8589,India,57057.0,india,bail-hongal
Jasaan,8.65,124.75,Philippines,57055.0,philippines,jasaan
Aleksandrov,56.4,38.7333,Russia,57053.0,russia,aleksandrov
Dehdasht,30.7964,50.5658,Iran,57036.0,iran,dehdasht
Semara,26.7394,-11.6703,Morocco,57035.0,morocco,semara
Alvarado,18.7811,-95.7572,Mexico,57035.0,mexico,alvarado
Colmenar Viejo,40.6589,-3.7658,Spain,57029.0,spain,colmenar viejo
Minokamo,35.4402,137.0157,Japan,57007.0,japan,minokamo
Ipele,7.1333,5.6667,Nigeria,57000.0,nigeria,ipele
Bura,3.1722,42.1411,Somalia,57000.0,somalia,bura
Bartlett,35.2337,-89.8195,United States,56998.0,united states,bartlett
Zushi,35.2833,139.5833,Japan,56996.0,japan,zushi
Talagante,-33.6667,-70.8667,Chile,56990.0,chile,talagante
Rîbniţa,47.7664,29.0006,Moldova,56988.0,moldova,rîbniţa
Nasīrabād,26.3,74.73,India,56980.0,india,nasīrabād
Cerignola,41.2667,15.9,Italy,56978.0,italy,cerignola
Ródos,36.4412,28.2225,Greece,56969.0,greece,ródos
Cuemba,-12.15,18.0833,Angola,56963.0,angola,cuemba
Tezonapa,18.6,-96.6833,Mexico,56956.0,mexico,tezonapa
Cachoeiras de Macacu,-22.4628,-42.6528,Brazil,56943.0,brazil,cachoeiras de macacu
Machang,5.7641,102.2141,Malaysia,56937.0,malaysia,machang
Huaixiangcun,22.4817,111.0542,China,56936.0,china,huaixiangcun
San Luis,18.5473,-69.8019,Dominican Republic,56933.0,dominican republic,san luis
Kędzierzyn-Koźle,50.35,18.2,Poland,56931.0,poland,kędzierzyn-koźle
Puerto Boyacá,6.0,-74.4167,Colombia,56930.0,colombia,puerto boyacá
Binə,40.45,50.0833,Azerbaijan,56928.0,azerbaijan,binə
Azzaba,36.7333,7.1,Algeria,56922.0,algeria,azzaba
Mora,10.0088,-84.0216,Costa Rica,56919.0,costa rica,mora
Hagonoy,6.68,125.3,Philippines,56919.0,philippines,hagonoy
Xam Nua,20.415,104.048,Laos,56900.0,laos,xam nua
Limbang,4.75,115.0,Malaysia,56900.0,malaysia,limbang
Gūdalur,11.5014,76.4916,India,56886.0,india,gūdalur
Dina,33.0283,73.6011,Pakistan,56886.0,pakistan,dina
Clamart,48.8014,2.2628,France,56882.0,france,clamart
Ipirá,-12.1578,-39.7369,Brazil,56876.0,brazil,ipirá
Miragoâne,18.4411,-73.0883,Haiti,56864.0,haiti,miragoâne
Sāmalkot,17.0531,82.1695,India,56864.0,india,sāmalkot
Caacupé,-25.387,-57.14,Paraguay,56864.0,paraguay,caacupé
Karīmganj,24.87,92.35,India,56854.0,india,karīmganj
Acambay,19.9539,-99.8431,Mexico,56847.0,mexico,acambay
Santa Rosa,-3.4522,-79.9617,Ecuador,56842.0,ecuador,santa rosa
Pinagkaisahan,14.5229,121.0555,Philippines,56835.0,philippines,pinagkaisahan
Bobbili,18.5667,83.3667,India,56819.0,india,bobbili
Bebandem,-8.4046,115.5395,Indonesia,56800.0,indonesia,bebandem
Fussa,35.7333,139.3333,Japan,56786.0,japan,fussa
Bowmanville,43.9125,-78.6871,Canada,56742.0,canada,bowmanville
Düziçi,37.2431,36.4567,Turkey,56724.0,turkey,düziçi
Kālna,23.22,88.37,India,56722.0,india,kālna
Sattenapalle,16.3962,80.1497,India,56721.0,india,sattenapalle
Tulcán,0.8117,-77.7186,Ecuador,56719.0,ecuador,tulcán
Lagonoy,13.7353,123.5208,Philippines,56714.0,philippines,lagonoy
Görlitz,51.1528,14.9872,Germany,56694.0,germany,görlitz
Sankt Augustin,50.77,7.1867,Germany,56692.0,germany,sankt augustin
Narbonne,43.1836,3.0042,France,56692.0,france,narbonne
Highland,34.1113,-117.165,United States,56690.0,united states,highland
Basey,11.2817,125.0683,Philippines,56685.0,philippines,basey
Hassa,36.7994,36.5178,Turkey,56675.0,turkey,hassa
Kudamatsu,34.015,131.8703,Japan,56661.0,japan,kudamatsu
Meaux,48.9603,2.8883,France,56659.0,france,meaux
Hod HaSharon,32.15,34.8833,Israel,56659.0,israel,hod hasharon
Pirapora,-17.345,-44.9419,Brazil,56640.0,brazil,pirapora
Vrindāvan,27.58,77.7,India,56618.0,india,vrindāvan
Chini,23.3901,113.0736,China,56609.0,china,chini
Diglipur,13.2667,93.0,India,56597.0,india,diglipur
Acámbaro,20.0361,-100.7314,Mexico,56597.0,mexico,acámbaro
Stolberg,50.7667,6.2333,Germany,56584.0,germany,stolberg
Khāsh,28.22,61.2114,Iran,56584.0,iran,khāsh
Den Helder,52.9333,4.75,Netherlands,56582.0,netherlands,den helder
Forest,50.8131,4.3247,Belgium,56581.0,belgium,forest
Pangantocan,7.8331,124.8294,Philippines,56580.0,philippines,pangantocan
Tāybād,34.7408,60.7792,Iran,56562.0,iran,tāybād
Mafra,-26.1114,-49.8053,Brazil,56561.0,brazil,mafra
Ar Riqqah,29.1489,48.1057,Kuwait,56554.0,kuwait,ar riqqah
San Pedro Sacatepéquez,14.6833,-90.6333,Guatemala,56545.0,guatemala,san pedro sacatepéquez
Asbest,57.0,61.4667,Russia,56533.0,russia,asbest
Ramon,16.78,121.53,Philippines,56523.0,philippines,ramon
Saruhanlı,38.7342,27.5658,Turkey,56523.0,turkey,saruhanlı
Sibay,52.7,58.65,Russia,56514.0,russia,sibay
Ixtahuacán,15.4167,-91.7667,Guatemala,56511.0,guatemala,ixtahuacán
Limoeiro,-7.875,-35.45,Brazil,56510.0,brazil,limoeiro
Meleuz,52.95,55.9333,Russia,56505.0,russia,meleuz
San Carlos del Zulia,9.0,-71.9333,Venezuela,56500.0,venezuela,san carlos del zulia
Porto Feliz,-23.215,-47.5239,Brazil,56497.0,brazil,porto feliz
Naugaon Sādāt,28.9833,78.4167,India,56493.0,india,naugaon sādāt
Budënnovsk,44.7833,44.1667,Russia,56488.0,russia,budënnovsk
Colomba,14.7167,-91.7333,Guatemala,56487.0,guatemala,colomba
Sendhwa,21.6847,75.0953,India,56485.0,india,sendhwa
Athiémé,6.5833,1.6667,Benin,56483.0,benin,athiémé
El Cerrito,3.6667,-76.1667,Colombia,56470.0,colombia,el cerrito
Kannapolis,35.4764,-80.6408,United States,56470.0,united states,kannapolis
Bartolomé Masó,20.1686,-76.9428,Cuba,56460.0,cuba,bartolomé masó
Fountainebleau,25.7723,-80.346,United States,56453.0,united states,fountainebleau
Moyobamba,-6.0333,-76.9667,Peru,56452.0,peru,moyobamba
Bianyang,25.6194,106.535,China,56451.0,china,bianyang
Chekfa,36.7667,5.9667,Algeria,56447.0,algeria,chekfa
Tiwi,13.4585,123.6805,Philippines,56444.0,philippines,tiwi
Talegaon Dābhāde,18.72,73.68,India,56435.0,india,talegaon dābhāde
Tama,34.4886,133.9486,Japan,56431.0,japan,tama
Bluefields,12.0,-83.75,Nicaragua,56421.0,nicaragua,bluefields
Rafael Calzada,-34.7833,-58.3667,Argentina,56419.0,argentina,rafael calzada
Wote,-1.7808,37.6288,Kenya,56419.0,kenya,wote
Rolim de Moura,-11.7254,-61.7778,Brazil,56406.0,brazil,rolim de moura
Mocoa,1.15,-76.6475,Colombia,56398.0,colombia,mocoa
Boudouaou,36.73,3.41,Algeria,56398.0,algeria,boudouaou
Villarrica,-25.75,-56.4333,Paraguay,56385.0,paraguay,villarrica
Binalonan,16.05,120.6,Philippines,56382.0,philippines,binalonan
Longxing,35.6091,111.2304,China,56381.0,china,longxing
Fountain Valley,33.7105,-117.9514,United States,56358.0,united states,fountain valley
Sucat,14.46,121.05,Philippines,56354.0,philippines,sucat
Placer,11.8689,123.9167,Philippines,56340.0,philippines,placer
Paços de Ferreira,41.2833,-8.3833,Portugal,56340.0,portugal,paços de ferreira
Bentonville,36.3547,-94.2305,United States,56326.0,united states,bentonville
Tekkeköy,41.2125,36.4569,Turkey,56318.0,turkey,tekkeköy
Rosh Ha‘Ayin,32.0833,34.95,Israel,56300.0,israel,rosh ha‘ayin
Bradenton,27.4901,-82.5757,United States,56289.0,united states,bradenton
Korkuteli,37.0667,30.2,Turkey,56285.0,turkey,korkuteli
Smyrna,33.8633,-84.5168,United States,56285.0,united states,smyrna
Pulheim,51.0,6.8,Germany,56284.0,germany,pulheim
Lian,14.03,120.65,Philippines,56280.0,philippines,lian
Narammala,7.4337,80.1971,Sri Lanka,56279.0,sri lanka,narammala
Rio Bonito,-22.7078,-42.6258,Brazil,56276.0,brazil,rio bonito
Libungan,7.25,124.52,Philippines,56269.0,philippines,libungan
Amarante,41.2728,-8.0825,Portugal,56264.0,portugal,amarante
Magsaysay,6.77,125.18,Philippines,56263.0,philippines,magsaysay
Bihać,44.8147,15.8692,Bosnia and Herzegovina,56261.0,bosnia and herzegovina,bihać
Pèlèngana,13.4275,-6.2219,Mali,56259.0,mali,pèlèngana
Esquipulas,14.5667,-89.35,Guatemala,56253.0,guatemala,esquipulas
Kūt-e ‘Abdollāh,31.2447,48.6594,Iran,56252.0,iran,kūt-e ‘abdollāh
Poonamallee,13.0465,80.11,India,56237.0,india,poonamallee
Sarikei,2.1167,111.5167,Malaysia,56228.0,malaysia,sarikei
Kettering,52.3931,-0.7229,United Kingdom,56226.0,united kingdom,kettering
Sarasota,27.3387,-82.5432,United States,56218.0,united states,sarasota
Gangārāmpur,25.4,88.52,India,56217.0,india,gangārāmpur
Rahovec,42.3994,20.6547,Kosovo,56208.0,kosovo,rahovec
Oosterhout,51.6431,4.8569,Netherlands,56206.0,netherlands,oosterhout
Hohoe,7.149,0.4746,Ghana,56202.0,ghana,hohoe
Apopka,28.7015,-81.5316,United States,56202.0,united states,apopka
Khartsyzk,48.0428,38.1425,Ukraine,56182.0,ukraine,khartsyzk
Dongola,19.1769,30.4839,Sudan,56167.0,sudan,dongola
Mukōchō,34.9486,135.6983,Japan,56152.0,japan,mukōchō
Eschweiler,50.8167,6.2833,Germany,56132.0,germany,eschweiler
Khlong Luang,14.0647,100.6458,Thailand,56128.0,thailand,khlong luang
Tilakpur,28.5278,81.1189,Nepal,56127.0,nepal,tilakpur
Kotlas,61.25,46.6333,Russia,56122.0,russia,kotlas
Moncalieri,45.0005,7.6848,Italy,56117.0,italy,moncalieri
Castelo Branco,39.8228,-7.4931,Portugal,56109.0,portugal,castelo branco
Mizuho,35.3918,136.6909,Japan,56106.0,japan,mizuho
Diffun,16.5936,121.5025,Philippines,56102.0,philippines,diffun
Cuizhuangzi,38.3237,116.446,China,56096.0,china,cuizhuangzi
Essaouira,31.5131,-9.7697,Morocco,56074.0,morocco,essaouira
Parsippany-Troy Hills,40.8601,-74.4237,United States,56072.0,united states,parsippany-troy hills
Granada,3.5472,-73.7086,Colombia,56065.0,colombia,granada
Mandapeta,16.87,81.93,India,56063.0,india,mandapeta
San Andrés Villa Seca,14.5667,-91.5833,Guatemala,56060.0,guatemala,san andrés villa seca
Tirur,10.9,75.92,India,56058.0,india,tirur
Mendi,-6.1478,143.6572,Papua New Guinea,56055.0,papua new guinea,mendi
Takizawa,39.7347,141.0771,Japan,56050.0,japan,takizawa
Kimilili,0.7877,34.7156,Kenya,56050.0,kenya,kimilili
Uman,20.8833,-89.75,Mexico,56049.0,mexico,uman
Pithorāgarh,29.58,80.22,India,56044.0,india,pithorāgarh
Kengri,12.9122,77.4827,India,56040.0,india,kengri
Mikhaylovka,50.0667,43.25,Russia,56031.0,russia,mikhaylovka
Veszprém,47.1,17.9167,Hungary,56029.0,hungary,veszprém
Huaquillas,-3.4814,-80.2432,Ecuador,56021.0,ecuador,huaquillas
Tit Mellil,33.5533,-7.4822,Morocco,56019.0,morocco,tit mellil
Intibucá,14.3121,-88.1781,Honduras,56017.0,honduras,intibucá
Pinto,40.25,-3.7,Spain,56003.0,spain,pinto
Langtang,27.9636,111.11,China,56000.0,china,langtang
Ropar,30.9664,76.5331,India,56000.0,india,ropar
Oke-Mesi,7.8167,4.9167,Nigeria,56000.0,nigeria,oke-mesi
Izberbash,42.5633,47.8636,Russia,55996.0,russia,izberbash
Bad Homburg,50.2167,8.6,Germany,55995.0,germany,bad homburg
Kardítsa,39.3667,21.9167,Greece,55979.0,greece,kardítsa
National City,32.6654,-117.0983,United States,55960.0,united states,national city
Abū Za‘bal,30.2495,31.3545,Egypt,55938.0,egypt,abū za‘bal
Chiapa de Corzo,16.7069,-93.0139,Mexico,55931.0,mexico,chiapa de corzo
Lower Bicutan,14.5053,121.0654,Philippines,55928.0,philippines,lower bicutan
General Tinio,15.35,121.05,Philippines,55925.0,philippines,general tinio
Waiblingen,48.8303,9.3169,Germany,55917.0,germany,waiblingen
Takaishi,34.5167,135.45,Japan,55910.0,japan,takaishi
Acul du Nord,19.6807,-72.3198,Haiti,55908.0,haiti,acul du nord
Beauvais,49.4303,2.0952,France,55906.0,france,beauvais
Beruniy,41.6833,60.75,Uzbekistan,55900.0,uzbekistan,beruniy
DeSoto,32.5992,-96.8633,United States,55896.0,united states,desoto
Ajodhya,26.7992,82.2044,India,55890.0,india,ajodhya
Berwyn,41.8433,-87.7909,United States,55888.0,united states,berwyn
Poblacion,10.47,123.97,Philippines,55874.0,philippines,poblacion
Bungoma,0.5666,34.5666,Kenya,55857.0,kenya,bungoma
İncirliova,37.8547,27.7236,Turkey,55848.0,turkey,i̇ncirliova
Longmen,35.5489,110.5153,China,55847.0,china,longmen
Sidi Bennour,32.65,-8.4333,Morocco,55847.0,morocco,sidi bennour
Fier,40.7167,19.55,Albania,55845.0,albania,fier
Khān Shaykhūn,35.4421,36.6509,Syria,55843.0,syria,khān shaykhūn
Changling,44.27,123.99,China,55841.0,china,changling
Belampalli,19.0756,79.4881,India,55841.0,india,belampalli
Kharar,30.74,76.65,India,55821.0,india,kharar
Zarrīn Shahr,32.3889,51.3733,Iran,55817.0,iran,zarrīn shahr
Bambang,16.3872,121.1075,Philippines,55789.0,philippines,bambang
Biswān,27.4933,80.9964,India,55780.0,india,biswān
Tsévié,6.4333,1.2167,Togo,55775.0,togo,tsévié
Rengo,-34.4167,-70.8667,Chile,55757.0,chile,rengo
Rzhev,56.25,34.3167,Russia,55757.0,russia,rzhev
Gulariyā,28.2056,81.3472,Nepal,55747.0,nepal,gulariyā
Langenhagen,52.4394,9.74,Germany,55746.0,germany,langenhagen
Cuneo,44.3833,7.55,Italy,55744.0,italy,cuneo
New Brunswick,40.487,-74.445,United States,55744.0,united states,new brunswick
Umm Ruwaba,12.9058,31.2156,Sudan,55742.0,sudan,umm ruwaba
Kannamangalam,10.05,77.05,India,55738.0,india,kannamangalam
Casa Nova,-9.1619,-40.9708,Brazil,55730.0,brazil,casa nova
Lesosibirsk,58.2358,92.4828,Russia,55730.0,russia,lesosibirsk
Azul,-36.7833,-59.85,Argentina,55728.0,argentina,azul
Krasnotur’insk,59.7733,60.1853,Russia,55727.0,russia,krasnotur’insk
Atchampeta,15.5412,78.9503,India,55722.0,india,atchampeta
Oulad Yaïch,36.5039,2.8619,Algeria,55719.0,algeria,oulad yaïch
Nōgata,33.7442,130.7297,Japan,55705.0,japan,nōgata
Asadābād,34.7825,48.1219,Iran,55703.0,iran,asadābād
Paombong,14.8311,120.7892,Philippines,55696.0,philippines,paombong
Apple Valley,44.7457,-93.2004,United States,55696.0,united states,apple valley
Będzin,50.3333,19.1167,Poland,55695.0,poland,będzin
Hilden,51.1714,6.9394,Germany,55689.0,germany,hilden
Barabai,-2.5833,115.3833,Indonesia,55687.0,indonesia,barabai
Nawucun,21.9856,110.5877,China,55658.0,china,nawucun
Jambe,-6.316,106.4853,Indonesia,55650.0,indonesia,jambe
Mount Prospect,42.0641,-87.9375,United States,55648.0,united states,mount prospect
Siliancun,22.7153,111.2846,China,55642.0,china,siliancun
Hashtgerd,35.9628,50.6794,Iran,55640.0,iran,hashtgerd
Kāndi,23.95,88.03,India,55632.0,india,kāndi
Nueva Loja,0.0847,-76.8828,Ecuador,55627.0,ecuador,nueva loja
Nordhorn,52.4319,7.0678,Germany,55619.0,germany,nordhorn
Hoogeveen,52.7167,6.4667,Netherlands,55603.0,netherlands,hoogeveen
Opava,49.9381,17.9044,Czechia,55600.0,czechia,opava
Nyenga,0.38,33.15,Uganda,55600.0,uganda,nyenga
Debre Tabor,11.85,38.0167,Ethiopia,55596.0,ethiopia,debre tabor
Yongqing,34.7522,106.1312,China,55595.0,china,yongqing
Iba,15.33,119.98,Philippines,55581.0,philippines,iba
Mulanay,13.5222,122.4042,Philippines,55576.0,philippines,mulanay
Kuala Kapuas,-3.0013,114.3916,Indonesia,55573.0,indonesia,kuala kapuas
Trapani,38.0175,12.515,Italy,55559.0,italy,trapani
Hà Giang,22.8333,104.9833,Vietnam,55559.0,vietnam,hà giang
Urbiztondo,15.8227,120.3295,Philippines,55557.0,philippines,urbiztondo
Saravena,6.9556,-71.8722,Colombia,55554.0,colombia,saravena
Nuevo Casas Grandes,30.4167,-107.9167,Mexico,55553.0,mexico,nuevo casas grandes
Arcadia,34.1342,-118.0373,United States,55550.0,united states,arcadia
Buthidaung,20.8667,92.5333,Burma,55545.0,burma,buthidaung
Wellington,-33.6333,18.9833,South Africa,55543.0,south africa,wellington
Southaven,34.9514,-89.9786,United States,55531.0,united states,southaven
Kidderminster,52.3885,-2.249,United Kingdom,55530.0,united kingdom,kidderminster
Shendi,16.6805,33.42,Sudan,55516.0,sudan,shendi
Sankt Pölten,48.2,15.6167,Austria,55514.0,austria,sankt pölten
Agrigento,37.3107,13.5766,Italy,55512.0,italy,agrigento
San Agustín Acasaguastlán,14.95,-89.9667,Guatemala,55508.0,guatemala,san agustín acasaguastlán
Barwāni,22.03,74.9,India,55504.0,india,barwāni
Porto Alexandre,-15.8,11.85,Angola,55494.0,angola,porto alexandre
Barrow in Furness,54.1108,-3.2261,United Kingdom,55489.0,united kingdom,barrow in furness
Batac,18.0554,120.5649,Philippines,55484.0,philippines,batac
Villarrica,-39.2667,-72.2167,Chile,55478.0,chile,villarrica
Videira,-27.0078,-51.1519,Brazil,55466.0,brazil,videira
Qiryat Ata,32.8,35.1,Israel,55464.0,israel,qiryat ata
Monte Alegre,-2.0078,-54.0689,Brazil,55462.0,brazil,monte alegre
Vratsa,43.2121,23.5444,Bulgaria,55451.0,bulgaria,vratsa
Nansan,23.7784,98.8253,China,55436.0,china,nansan
Tonekābon,36.8153,50.8711,Iran,55434.0,iran,tonekābon
Biała Podlaska,52.0333,23.1167,Poland,55429.0,poland,biała podlaska
Xinqing,48.2363,129.5059,China,55415.0,china,xinqing
Ksar Hellal,35.6429,10.8911,Tunisia,55415.0,tunisia,ksar hellal
Monte Mor,-22.9467,-47.315,Brazil,55409.0,brazil,monte mor
Tatalon,14.6242,121.0153,Philippines,55404.0,philippines,tatalon
Sacapulas,15.2892,-91.0892,Guatemala,55398.0,guatemala,sacapulas
Ovar,40.8597,-8.6253,Portugal,55398.0,portugal,ovar
Asturias,10.5679,123.7172,Philippines,55397.0,philippines,asturias
Tigard,45.4237,-122.7845,United States,55395.0,united states,tigard
Toki,35.4192,137.1832,Japan,55388.0,japan,toki
Erumaippatti,11.58,77.85,India,55385.0,india,erumaippatti
Hyères,43.1199,6.1316,France,55384.0,france,hyères
Khorramdarreh,36.2061,49.2003,Iran,55368.0,iran,khorramdarreh
Union,42.1258,-76.0329,United States,55365.0,united states,union
Thérmi,40.55,23.0167,Greece,55358.0,greece,thérmi
Yamasá,18.7667,-70.0167,Dominican Republic,55348.0,dominican republic,yamasá
Mercedes,14.1093,123.0109,Philippines,55334.0,philippines,mercedes
Winneba,5.35,-0.6333,Ghana,55331.0,ghana,winneba
Harpanahalli,14.7877,75.9886,India,55317.0,india,harpanahalli
Crewe,53.099,-2.44,United Kingdom,55315.0,united kingdom,crewe
Buta,2.8,24.7333,Congo (Kinshasa),55313.0,congo (kinshasa),buta
Farroupilha,-29.225,-51.3478,Brazil,55308.0,brazil,farroupilha
Umm el Faḥm,32.5194,35.1536,Israel,55300.0,israel,umm el faḥm
Djemmal,35.64,10.76,Tunisia,55285.0,tunisia,djemmal
Meyerton,-26.5583,28.0197,South Africa,55283.0,south africa,meyerton
Periya Semūr,11.37,77.6908,India,55282.0,india,periya semūr
Perth Amboy,40.5202,-74.2724,United States,55278.0,united states,perth amboy
Bobigny,48.9106,2.4397,France,55270.0,france,bobigny
Linares,38.0833,-3.6333,Spain,55261.0,spain,linares
Wangguanzhuang Sicun,37.0183,115.5773,China,55258.0,china,wangguanzhuang sicun
Rubizhne,49.01,38.3714,Ukraine,55247.0,ukraine,rubizhne
Madhupur,24.26,86.65,India,55238.0,india,madhupur
Foligno,42.9561,12.7033,Italy,55226.0,italy,foligno
Rijswijk,52.0456,4.33,Netherlands,55220.0,netherlands,rijswijk
Porirua,-41.1333,174.85,New Zealand,55218.0,new zealand,porirua
Pombal,39.9161,-8.6281,Portugal,55217.0,portugal,pombal
Chālil,11.7519,75.5959,India,55216.0,india,chālil
Chicopee,42.1764,-72.5719,United States,55213.0,united states,chicopee
South Whittier,33.9336,-118.0312,United States,55201.0,united states,south whittier
Verviers,50.5835,5.8641,Belgium,55198.0,belgium,verviers
Challakere,14.312,76.651,India,55194.0,india,challakere
Wuhuang,29.9649,104.7883,China,55180.0,china,wuhuang
Biel/Bienne,47.1372,7.2472,Switzerland,55159.0,switzerland,biel/bienne
Zalaegerszeg,46.8392,16.8511,Hungary,55152.0,hungary,zalaegerszeg
Puthiyangādi,12.0189,75.2588,India,55149.0,india,puthiyangādi
West Haven,41.2739,-72.9672,United States,55147.0,united states,west haven
Lazarevac,44.3828,20.2583,Serbia,55146.0,serbia,lazarevac
Vranje,42.5542,21.8972,Serbia,55138.0,serbia,vranje
Ibiporã,-23.2692,-51.0481,Brazil,55131.0,brazil,ibiporã
Santa Cruz,10.2358,-85.6408,Costa Rica,55104.0,costa rica,santa cruz
Māngrol,21.12,70.12,India,55094.0,india,māngrol
Shijōnawate,34.74,135.6394,Japan,55094.0,japan,shijōnawate
Novohrad-Volynskyi,50.5833,27.6333,Ukraine,55086.0,ukraine,novohrad-volynskyi
Chonthrhu,32.4865,75.9941,India,55083.0,india,chonthrhu
Manapla,10.958,123.123,Philippines,55083.0,philippines,manapla
Bhīmunipatnam,17.8846,83.4393,India,55082.0,india,bhīmunipatnam
Zgierz,51.85,19.4167,Poland,55079.0,poland,zgierz
Sorgun,39.8144,35.1903,Turkey,55079.0,turkey,sorgun
Rādhanpur,23.83,71.6,India,55076.0,india,rādhanpur
Schweinfurt,50.05,10.2333,Germany,55067.0,germany,schweinfurt
Eqbālīyeh,36.2306,49.9225,Iran,55066.0,iran,eqbālīyeh
Smyrna,35.9687,-86.5264,United States,55066.0,united states,smyrna
Rangewala,30.8222,74.2611,Pakistan,55057.0,pakistan,rangewala
Ucuma,-12.85,15.0667,Angola,55054.0,angola,ucuma
Fālākāta,26.53,89.2,India,55039.0,india,fālākāta
Volsk,52.05,47.3833,Russia,55035.0,russia,volsk
União da Vitória,-26.23,-51.0858,Brazil,55033.0,brazil,união da vitória
Chino,35.9955,138.1588,Japan,55018.0,japan,chino
Canoinhas,-26.1769,-50.39,Brazil,55016.0,brazil,canoinhas
Touba,8.2833,-7.6833,Côte d’Ivoire,55013.0,côte d’ivoire,touba
Belorechensk,44.7686,39.8733,Russia,55010.0,russia,belorechensk
Tinley Park,41.567,-87.8049,United States,55007.0,united states,tinley park
Agbangnizoun,7.0667,1.9667,Benin,55001.0,benin,agbangnizoun
Elenga,24.3386,89.9219,Bangladesh,55000.0,bangladesh,elenga
Polūr,12.5119,79.1258,India,55000.0,india,polūr
Bilis Qooqaani,0.2837,41.7141,Somalia,55000.0,somalia,bilis qooqaani
Narutochō-mitsuishi,34.1667,134.6167,Japan,54989.0,japan,narutochō-mitsuishi
Songjiangcun,42.1756,127.4842,China,54986.0,china,songjiangcun
Catu,-12.3531,-38.3789,Brazil,54970.0,brazil,catu
Hacienda Heights,33.997,-117.9727,United States,54956.0,united states,hacienda heights
Vannes,47.6559,-2.7603,France,54955.0,france,vannes
Trani,41.2667,16.4167,Italy,54941.0,italy,trani
Oxchuc,16.7833,-92.2833,Mexico,54932.0,mexico,oxchuc
Corby,52.4877,-0.7013,United Kingdom,54927.0,united kingdom,corby
Nāndod,21.8706,73.5028,India,54923.0,india,nāndod
